"year","from","to","points"
2016,"France","Bosnia & Herzegovina",6
2016,"France","Croatia",1
2016,"France","Cyprus",5
2016,"France","Czech Republic",3
2016,"France","Hungary",7
2016,"France","Moldova",2
2016,"France","Russia",8
2016,"France","The Netherlands",4
2016,"Greece","Armenia",8
2016,"Greece","Austria",5
2016,"Greece","Croatia",4
2016,"Greece","Cyprus",12
2016,"Greece","Czech Republic",3
2016,"Greece","Hungary",7
2016,"Greece","Malta",1
2016,"Greece","Russia",10
2016,"Greece","San Marino",6
2016,"Greece","The Netherlands",2
2016,"Hungary","Armenia",2
2016,"Hungary","Austria",8
2016,"Hungary","Azerbaijan",12
2016,"Hungary","Cyprus",7
2016,"Hungary","Czech Republic",3
2016,"Hungary","Finland",1
2016,"Hungary","Malta",4
2016,"Hungary","Russia",10
2016,"Hungary","San Marino",5
2016,"Hungary","The Netherlands",6
2016,"Iceland","Armenia",3
2016,"Iceland","Austria",8
2016,"Iceland","Azerbaijan",7
2016,"Iceland","Cyprus",5
2016,"Iceland","Finland",2
2016,"Iceland","Hungary",6
2016,"Iceland","Malta",4
2016,"Iceland","Russia",12
2016,"Iceland","San Marino",1
2016,"Iceland","The Netherlands",10
2016,"Malta","Armenia",4
2016,"Malta","Austria",1
2016,"Malta","Azerbaijan",10
2016,"Malta","Cyprus",6
2016,"Malta","Czech Republic",2
2016,"Malta","Hungary",8
2016,"Malta","Iceland",3
2016,"Malta","Russia",12
2016,"Malta","San Marino",5
2016,"Malta","The Netherlands",7
2016,"Moldova","Armenia",8
2016,"Moldova","Austria",7
2016,"Moldova","Azerbaijan",12
2016,"Moldova","Croatia",2
2016,"Moldova","Czech Republic",3
2016,"Moldova","Estonia",1
2016,"Moldova","Hungary",6
2016,"Moldova","Malta",5
2016,"Moldova","Russia",10
2016,"Moldova","San Marino",4
2016,"Montenegro","Armenia",3
2016,"Montenegro","Azerbaijan",7
2016,"Montenegro","Bosnia & Herzegovina",12
2016,"Montenegro","Croatia",8
2016,"Montenegro","Cyprus",5
2016,"Montenegro","Czech Republic",1
2016,"Montenegro","Hungary",6
2016,"Montenegro","Malta",4
2016,"Montenegro","Russia",10
2016,"Montenegro","San Marino",2
2016,"Russia","Armenia",12
2016,"Russia","Austria",10
2016,"Russia","Azerbaijan",7
2016,"Russia","Croatia",4
2016,"Russia","Cyprus",8
2016,"Russia","Czech Republic",1
2016,"Russia","Greece",3
2016,"Russia","Hungary",6
2016,"Russia","Malta",2
2016,"Russia","Moldova",5
2016,"San Marino","Armenia",8
2016,"San Marino","Austria",3
2016,"San Marino","Azerbaijan",10
2016,"San Marino","Bosnia & Herzegovina",4
2016,"San Marino","Cyprus",5
2016,"San Marino","Czech Republic",2
2016,"San Marino","Hungary",7
2016,"San Marino","Iceland",1
2016,"San Marino","Russia",12
2016,"San Marino","The Netherlands",6
2016,"Spain","Armenia",10
2016,"Spain","Austria",12
2016,"Spain","Croatia",2
2016,"Spain","Cyprus",3
2016,"Spain","Czech Republic",7
2016,"Spain","Hungary",5
2016,"Spain","Iceland",4
2016,"Spain","Malta",1
2016,"Spain","Russia",8
2016,"Spain","The Netherlands",6
2016,"Sweden","Armenia",3
2016,"Sweden","Austria",7
2016,"Sweden","Bosnia & Herzegovina",12
2016,"Sweden","Croatia",1
2016,"Sweden","Cyprus",2
2016,"Sweden","Finland",6
2016,"Sweden","Hungary",4
2016,"Sweden","Iceland",5
2016,"Sweden","Russia",8
2016,"Sweden","The Netherlands",10
2016,"The Netherlands","Armenia",12
2016,"The Netherlands","Austria",10
2016,"The Netherlands","Bosnia & Herzegovina",7
2016,"The Netherlands","Croatia",5
2016,"The Netherlands","Cyprus",3
2016,"The Netherlands","Czech Republic",2
2016,"The Netherlands","Hungary",6
2016,"The Netherlands","Malta",1
2016,"The Netherlands","Russia",8
2016,"The Netherlands","San Marino",4
2016,"Albania","Australia",10
2016,"Albania","Bulgaria",7
2016,"Albania","Denmark",3
2016,"Albania","North Macedonia",12
2016,"Albania","Israel",4
2016,"Albania","Latvia",1
2016,"Albania","Poland",2
2016,"Albania","Serbia",8
2016,"Albania","Slovenia",6
2016,"Albania","Ukraine",5
2016,"Australia","Belarus",6
2016,"Australia","Belgium",12
2016,"Australia","Bulgaria",8
2016,"Australia","North Macedonia",2
2016,"Australia","Israel",10
2016,"Australia","Lithuania",7
2016,"Australia","Norway",5
2016,"Australia","Serbia",3
2016,"Australia","Slovenia",4
2016,"Australia","Switzerland",1
2016,"Belarus","Australia",8
2016,"Belarus","Belgium",12
2016,"Belarus","Bulgaria",4
2016,"Belarus","Denmark",3
2016,"Belarus","Georgia",2
2016,"Belarus","Israel",1
2016,"Belarus","Lithuania",10
2016,"Belarus","Norway",6
2016,"Belarus","Serbia",5
2016,"Belarus","Ukraine",7
2016,"Belgium","Australia",12
2016,"Belgium","Bulgaria",6
2016,"Belgium","Georgia",8
2016,"Belgium","Israel",10
2016,"Belgium","Lithuania",3
2016,"Belgium","Norway",4
2016,"Belgium","Serbia",2
2016,"Belgium","Slovenia",7
2016,"Belgium","Switzerland",1
2016,"Belgium","Ukraine",5
2016,"Bulgaria","Albania",2
2016,"Bulgaria","Australia",12
2016,"Bulgaria","Belarus",6
2016,"Bulgaria","Belgium",10
2016,"Bulgaria","Georgia",7
2016,"Bulgaria","Israel",5
2016,"Bulgaria","Lithuania",3
2016,"Bulgaria","Serbia",8
2016,"Bulgaria","Slovenia",1
2016,"Bulgaria","Ukraine",4
2016,"Denmark","Australia",12
2016,"Denmark","Belgium",8
2016,"Denmark","Bulgaria",7
2016,"Denmark","Ireland",4
2016,"Denmark","Israel",5
2016,"Denmark","Latvia",3
2016,"Denmark","Lithuania",10
2016,"Denmark","Norway",6
2016,"Denmark","Switzerland",2
2016,"Denmark","Ukraine",1
2016,"North Macedonia","Australia",4
2016,"North Macedonia","Belgium",3
2016,"North Macedonia","Bulgaria",8
2016,"North Macedonia","Georgia",1
2016,"North Macedonia","Israel",6
2016,"North Macedonia","Latvia",2
2016,"North Macedonia","Lithuania",5
2016,"North Macedonia","Serbia",12
2016,"North Macedonia","Slovenia",7
2016,"North Macedonia","Ukraine",10
2016,"Georgia","Australia",8
2016,"Georgia","Belgium",10
2016,"Georgia","Denmark",4
2016,"Georgia","Israel",6
2016,"Georgia","Latvia",5
2016,"Georgia","Lithuania",2
2016,"Georgia","Norway",1
2016,"Georgia","Poland",3
2016,"Georgia","Switzerland",7
2016,"Georgia","Ukraine",12
2016,"Germany","Australia",7
2016,"Germany","Belarus",2
2016,"Germany","Belgium",8
2016,"Germany","Bulgaria",4
2016,"Germany","Georgia",10
2016,"Germany","Israel",12
2016,"Germany","Latvia",5
2016,"Germany","Lithuania",3
2016,"Germany","Switzerland",1
2016,"Germany","Ukraine",6
2016,"Ireland","Australia",6
2016,"Ireland","Belarus",2
2016,"Ireland","Belgium",12
2016,"Ireland","Bulgaria",10
2016,"Ireland","Georgia",1
2016,"Ireland","Israel",7
2016,"Ireland","Latvia",4
2016,"Ireland","Lithuania",3
2016,"Ireland","Slovenia",8
2016,"Ireland","Switzerland",5
2016,"Israel","Australia",12
2016,"Israel","Belgium",6
2016,"Israel","Bulgaria",3
2016,"Israel","North Macedonia",8
2016,"Israel","Georgia",5
2016,"Israel","Ireland",2
2016,"Israel","Latvia",7
2016,"Israel","Lithuania",4
2016,"Israel","Switzerland",1
2016,"Israel","Ukraine",10
2016,"Italy","Australia",12
2016,"Italy","Belgium",4
2016,"Italy","Georgia",7
2016,"Italy","Ireland",2
2016,"Italy","Israel",8
2016,"Italy","Lithuania",1
2016,"Italy","Poland",3
2016,"Italy","Serbia",5
2016,"Italy","Slovenia",6
2016,"Italy","Ukraine",10
2016,"Latvia","Australia",8
2016,"Latvia","Belarus",1
2016,"Latvia","Belgium",4
2016,"Latvia","Bulgaria",7
2016,"Latvia","Georgia",6
2016,"Latvia","Israel",2
2016,"Latvia","Lithuania",12
2016,"Latvia","Serbia",5
2016,"Latvia","Slovenia",3
2016,"Latvia","Ukraine",10
2016,"Lithuania","Australia",12
2016,"Lithuania","Belgium",5
2016,"Lithuania","Bulgaria",2
2016,"Lithuania","Georgia",10
2016,"Lithuania","Israel",6
2016,"Lithuania","Latvia",7
2016,"Lithuania","Norway",4
2016,"Lithuania","Poland",3
2016,"Lithuania","Slovenia",1
2016,"Lithuania","Ukraine",8
2016,"Norway","Australia",12
2016,"Norway","Belgium",7
2016,"Norway","Bulgaria",10
2016,"Norway","Georgia",1
2016,"Norway","Ireland",3
2016,"Norway","Israel",5
2016,"Norway","Latvia",2
2016,"Norway","Lithuania",8
2016,"Norway","Poland",4
2016,"Norway","Ukraine",6
2016,"Poland","Australia",10
2016,"Poland","Belarus",4
2016,"Poland","Belgium",2
2016,"Poland","Bulgaria",5
2016,"Poland","Georgia",7
2016,"Poland","Israel",8
2016,"Poland","Latvia",6
2016,"Poland","Lithuania",3
2016,"Poland","Serbia",1
2016,"Poland","Ukraine",12
2016,"Serbia","Albania",8
2016,"Serbia","Australia",4
2016,"Serbia","Bulgaria",2
2016,"Serbia","North Macedonia",12
2016,"Serbia","Georgia",3
2016,"Serbia","Israel",7
2016,"Serbia","Lithuania",5
2016,"Serbia","Poland",1
2016,"Serbia","Slovenia",6
2016,"Serbia","Ukraine",10
2016,"Slovenia","Australia",5
2016,"Slovenia","Belarus",2
2016,"Slovenia","Belgium",12
2016,"Slovenia","Bulgaria",6
2016,"Slovenia","Israel",4
2016,"Slovenia","Latvia",10
2016,"Slovenia","Lithuania",1
2016,"Slovenia","Poland",3
2016,"Slovenia","Switzerland",7
2016,"Slovenia","Ukraine",8
2016,"Switzerland","Australia",12
2016,"Switzerland","Belarus",1
2016,"Switzerland","Belgium",7
2016,"Switzerland","Bulgaria",4
2016,"Switzerland","Israel",10
2016,"Switzerland","Latvia",6
2016,"Switzerland","Lithuania",8
2016,"Switzerland","Norway",2
2016,"Switzerland","Serbia",3
2016,"Switzerland","Ukraine",5
2016,"Ukraine","Australia",12
2016,"Ukraine","Belarus",5
2016,"Ukraine","Belgium",10
2016,"Ukraine","Georgia",4
2016,"Ukraine","Ireland",2
2016,"Ukraine","Israel",7
2016,"Ukraine","Latvia",6
2016,"Ukraine","Lithuania",8
2016,"Ukraine","Poland",1
2016,"Ukraine","Serbia",3
2016,"United Kingdom","Australia",10
2016,"United Kingdom","Belarus",3
2016,"United Kingdom","Belgium",7
2016,"United Kingdom","Bulgaria",5
2016,"United Kingdom","Georgia",12
2016,"United Kingdom","Ireland",2
2016,"United Kingdom","Israel",4
2016,"United Kingdom","Lithuania",8
2016,"United Kingdom","Norway",1
2016,"United Kingdom","Ukraine",6
2016,"Albania","Australia",6
2016,"Albania","Belgium",8
2016,"Albania","Bulgaria",7
2016,"Albania","Denmark",2
2016,"Albania","North Macedonia",12
2016,"Albania","Lithuania",4
2016,"Albania","Norway",10
2016,"Albania","Slovenia",1
2016,"Albania","Switzerland",3
2016,"Albania","Ukraine",5
2016,"Australia","Belgium",12
2016,"Australia","Bulgaria",10
2016,"Australia","Denmark",1
2016,"Australia","North Macedonia",4
2016,"Australia","Ireland",7
2016,"Australia","Israel",6
2016,"Australia","Latvia",5
2016,"Australia","Lithuania",8
2016,"Australia","Serbia",2
2016,"Australia","Ukraine",3
2016,"Belarus","Australia",7
2016,"Belarus","Belgium",4
2016,"Belarus","Bulgaria",8
2016,"Belarus","Georgia",2
2016,"Belarus","Israel",1
2016,"Belarus","Latvia",5
2016,"Belarus","Lithuania",10
2016,"Belarus","Norway",3
2016,"Belarus","Poland",6
2016,"Belarus","Ukraine",12
2016,"Belgium","Albania",2
2016,"Belgium","Australia",10
2016,"Belgium","Bulgaria",7
2016,"Belgium","Denmark",5
2016,"Belgium","Ireland",4
2016,"Belgium","Israel",1
2016,"Belgium","Latvia",3
2016,"Belgium","Lithuania",8
2016,"Belgium","Poland",12
2016,"Belgium","Ukraine",6
2016,"Bulgaria","Australia",7
2016,"Bulgaria","Belarus",4
2016,"Bulgaria","Belgium",10
2016,"Bulgaria","North Macedonia",8
2016,"Bulgaria","Israel",2
2016,"Bulgaria","Lithuania",3
2016,"Bulgaria","Norway",1
2016,"Bulgaria","Poland",6
2016,"Bulgaria","Serbia",5
2016,"Bulgaria","Ukraine",12
2016,"Denmark","Australia",8
2016,"Denmark","Belarus",1
2016,"Denmark","Belgium",12
2016,"Denmark","Bulgaria",3
2016,"Denmark","Ireland",4
2016,"Denmark","Latvia",2
2016,"Denmark","Lithuania",7
2016,"Denmark","Norway",10
2016,"Denmark","Poland",6
2016,"Denmark","Ukraine",5
2016,"North Macedonia","Albania",12
2016,"North Macedonia","Australia",4
2016,"North Macedonia","Belgium",5
2016,"North Macedonia","Bulgaria",8
2016,"North Macedonia","Latvia",7
2016,"North Macedonia","Norway",2
2016,"North Macedonia","Poland",1
2016,"North Macedonia","Serbia",10
2016,"North Macedonia","Slovenia",3
2016,"North Macedonia","Ukraine",6
2016,"Georgia","Australia",4
2016,"Georgia","Belarus",6
2016,"Georgia","Belgium",3
2016,"Georgia","Bulgaria",5
2016,"Georgia","Israel",1
2016,"Georgia","Latvia",8
2016,"Georgia","Lithuania",10
2016,"Georgia","Poland",7
2016,"Georgia","Serbia",2
2016,"Georgia","Ukraine",12
2016,"Germany","Australia",10
2016,"Germany","Belgium",6
2016,"Germany","Bulgaria",7
2016,"Germany","Georgia",5
2016,"Germany","Israel",2
2016,"Germany","Latvia",3
2016,"Germany","Lithuania",4
2016,"Germany","Poland",12
2016,"Germany","Serbia",1
2016,"Germany","Ukraine",8
2016,"Ireland","Australia",8
2016,"Ireland","Belarus",1
2016,"Ireland","Belgium",6
2016,"Ireland","Bulgaria",5
2016,"Ireland","Denmark",3
2016,"Ireland","Israel",2
2016,"Ireland","Latvia",7
2016,"Ireland","Lithuania",12
2016,"Ireland","Poland",10
2016,"Ireland","Ukraine",4
2016,"Israel","Australia",12
2016,"Israel","Belarus",3
2016,"Israel","Belgium",8
2016,"Israel","Bulgaria",10
2016,"Israel","Denmark",4
2016,"Israel","North Macedonia",2
2016,"Israel","Ireland",1
2016,"Israel","Lithuania",5
2016,"Israel","Poland",6
2016,"Israel","Ukraine",7
2016,"Italy","Albania",8
2016,"Italy","Australia",3
2016,"Italy","Belarus",1
2016,"Italy","Belgium",5
2016,"Italy","Bulgaria",7
2016,"Italy","North Macedonia",2
2016,"Italy","Lithuania",4
2016,"Italy","Poland",10
2016,"Italy","Serbia",6
2016,"Italy","Ukraine",12
2016,"Latvia","Australia",8
2016,"Latvia","Belarus",7
2016,"Latvia","Belgium",6
2016,"Latvia","Bulgaria",3
2016,"Latvia","Denmark",2
2016,"Latvia","Georgia",5
2016,"Latvia","Ireland",1
2016,"Latvia","Lithuania",10
2016,"Latvia","Poland",4
2016,"Latvia","Ukraine",12
2016,"Lithuania","Australia",5
2016,"Lithuania","Belarus",6
2016,"Lithuania","Belgium",4
2016,"Lithuania","Bulgaria",3
2016,"Lithuania","Georgia",8
2016,"Lithuania","Ireland",1
2016,"Lithuania","Latvia",12
2016,"Lithuania","Norway",2
2016,"Lithuania","Poland",7
2016,"Lithuania","Ukraine",10
2016,"Norway","Australia",8
2016,"Norway","Belgium",7
2016,"Norway","Bulgaria",6
2016,"Norway","Denmark",5
2016,"Norway","Ireland",2
2016,"Norway","Israel",1
2016,"Norway","Latvia",3
2016,"Norway","Lithuania",12
2016,"Norway","Poland",10
2016,"Norway","Ukraine",4
2016,"Poland","Australia",10
2016,"Poland","Belarus",8
2016,"Poland","Belgium",6
2016,"Poland","Bulgaria",4
2016,"Poland","Denmark",1
2016,"Poland","Georgia",7
2016,"Poland","Ireland",2
2016,"Poland","Latvia",5
2016,"Poland","Lithuania",3
2016,"Poland","Ukraine",12
2016,"Serbia","Australia",7
2016,"Serbia","Belarus",5
2016,"Serbia","Belgium",10
2016,"Serbia","Bulgaria",8
2016,"Serbia","North Macedonia",12
2016,"Serbia","Georgia",2
2016,"Serbia","Norway",3
2016,"Serbia","Poland",1
2016,"Serbia","Slovenia",4
2016,"Serbia","Ukraine",6
2016,"Slovenia","Albania",3
2016,"Slovenia","Australia",6
2016,"Slovenia","Belgium",7
2016,"Slovenia","Bulgaria",5
2016,"Slovenia","North Macedonia",10
2016,"Slovenia","Georgia",1
2016,"Slovenia","Norway",2
2016,"Slovenia","Poland",4
2016,"Slovenia","Serbia",12
2016,"Slovenia","Ukraine",8
2016,"Switzerland","Albania",10
2016,"Switzerland","Australia",6
2016,"Switzerland","Belgium",8
2016,"Switzerland","Bulgaria",3
2016,"Switzerland","Denmark",1
2016,"Switzerland","North Macedonia",4
2016,"Switzerland","Ireland",2
2016,"Switzerland","Poland",7
2016,"Switzerland","Serbia",12
2016,"Switzerland","Ukraine",5
2016,"Ukraine","Australia",7
2016,"Ukraine","Belarus",10
2016,"Ukraine","Belgium",4
2016,"Ukraine","Bulgaria",5
2016,"Ukraine","Georgia",8
2016,"Ukraine","Israel",2
2016,"Ukraine","Latvia",3
2016,"Ukraine","Lithuania",6
2016,"Ukraine","Norway",1
2016,"Ukraine","Poland",12
2016,"United Kingdom","Australia",6
2016,"United Kingdom","Belgium",4
2016,"United Kingdom","Bulgaria",8
2016,"United Kingdom","Georgia",1
2016,"United Kingdom","Ireland",7
2016,"United Kingdom","Israel",2
2016,"United Kingdom","Latvia",5
2016,"United Kingdom","Lithuania",12
2016,"United Kingdom","Poland",10
2016,"United Kingdom","Ukraine",3
2017,"Albania","Armenia",7
2017,"Albania","Australia",4
2017,"Albania","Azerbaijan",2
2017,"Albania","Bulgaria",10
2017,"Albania","France",5
2017,"Albania","Greece",1
2017,"Albania","Italy",12
2017,"Albania","Portugal",6
2017,"Albania","Romania",3
2017,"Albania","United Kingdom",8
2017,"Armenia","Austria",1
2017,"Armenia","Cyprus",7
2017,"Armenia","France",3
2017,"Armenia","Greece",10
2017,"Armenia","Italy",2
2017,"Armenia","Moldova",8
2017,"Armenia","Norway",5
2017,"Armenia","Portugal",12
2017,"Armenia","Sweden",6
2017,"Armenia","United Kingdom",4
2017,"Australia","Armenia",1
2017,"Australia","Austria",3
2017,"Australia","Bulgaria",8
2017,"Australia","Denmark",5
2017,"Australia","Moldova",10
2017,"Australia","Poland",2
2017,"Australia","Portugal",7
2017,"Australia","Sweden",6
2017,"Australia","The Netherlands",4
2017,"Australia","United Kingdom",12
2017,"Austria","Belarus",7
2017,"Austria","Belgium",2
2017,"Austria","Bulgaria",10
2017,"Austria","Hungary",5
2017,"Austria","Italy",6
2017,"Austria","Norway",3
2017,"Austria","Portugal",8
2017,"Austria","Sweden",4
2017,"Austria","The Netherlands",12
2017,"Austria","United Kingdom",1
2017,"Azerbaijan","Belarus",12
2017,"Azerbaijan","Bulgaria",2
2017,"Azerbaijan","Croatia",1
2017,"Azerbaijan","Greece",5
2017,"Azerbaijan","Israel",4
2017,"Azerbaijan","Moldova",10
2017,"Azerbaijan","Poland",6
2017,"Azerbaijan","Portugal",8
2017,"Azerbaijan","Romania",3
2017,"Azerbaijan","Ukraine",7
2017,"Belarus","Australia",7
2017,"Belarus","Austria",4
2017,"Belarus","Bulgaria",12
2017,"Belarus","Denmark",3
2017,"Belarus","Israel",1
2017,"Belarus","Norway",6
2017,"Belarus","Poland",2
2017,"Belarus","Portugal",10
2017,"Belarus","Sweden",8
2017,"Belarus","The Netherlands",5
2017,"Belgium","Australia",6
2017,"Belgium","Austria",3
2017,"Belgium","Azerbaijan",4
2017,"Belgium","Bulgaria",10
2017,"Belgium","Cyprus",5
2017,"Belgium","France",1
2017,"Belgium","Norway",7
2017,"Belgium","Portugal",8
2017,"Belgium","Sweden",12
2017,"Belgium","United Kingdom",2
2017,"Bulgaria","Armenia",4
2017,"Bulgaria","Austria",12
2017,"Bulgaria","Azerbaijan",5
2017,"Bulgaria","Belarus",2
2017,"Bulgaria","Greece",6
2017,"Bulgaria","Israel",8
2017,"Bulgaria","Poland",7
2017,"Bulgaria","Romania",3
2017,"Bulgaria","The Netherlands",10
2017,"Bulgaria","Ukraine",1
2017,"Croatia","Australia",6
2017,"Croatia","Austria",1
2017,"Croatia","Belarus",5
2017,"Croatia","Bulgaria",10
2017,"Croatia","Denmark",3
2017,"Croatia","Hungary",12
2017,"Croatia","Norway",2
2017,"Croatia","Portugal",7
2017,"Croatia","Sweden",4
2017,"Croatia","The Netherlands",8
2017,"Cyprus","Australia",4
2017,"Cyprus","Azerbaijan",1
2017,"Cyprus","Belgium",3
2017,"Cyprus","Bulgaria",7
2017,"Cyprus","France",2
2017,"Cyprus","Greece",12
2017,"Cyprus","Italy",10
2017,"Cyprus","Portugal",8
2017,"Cyprus","Sweden",6
2017,"Cyprus","United Kingdom",5
2017,"Czech Republic","Australia",10
2017,"Czech Republic","Austria",4
2017,"Czech Republic","Bulgaria",2
2017,"Czech Republic","Denmark",6
2017,"Czech Republic","Moldova",3
2017,"Czech Republic","Poland",1
2017,"Czech Republic","Portugal",12
2017,"Czech Republic","Sweden",7
2017,"Czech Republic","The Netherlands",8
2017,"Czech Republic","United Kingdom",5
2017,"Denmark","Armenia",1
2017,"Denmark","Australia",8
2017,"Denmark","Austria",7
2017,"Denmark","Belgium",2
2017,"Denmark","Bulgaria",4
2017,"Denmark","Moldova",3
2017,"Denmark","Norway",6
2017,"Denmark","Portugal",10
2017,"Denmark","Sweden",12
2017,"Denmark","The Netherlands",5
2017,"Estonia","Australia",7
2017,"Estonia","Belgium",2
2017,"Estonia","Bulgaria",12
2017,"Estonia","Denmark",5
2017,"Estonia","Hungary",1
2017,"Estonia","Norway",10
2017,"Estonia","Portugal",8
2017,"Estonia","Sweden",3
2017,"Estonia","The Netherlands",4
2017,"Estonia","United Kingdom",6
2017,"North Macedonia","Australia",8
2017,"North Macedonia","Bulgaria",12
2017,"North Macedonia","Denmark",7
2017,"North Macedonia","France",5
2017,"North Macedonia","Moldova",6
2017,"North Macedonia","Norway",2
2017,"North Macedonia","Portugal",10
2017,"North Macedonia","Romania",4
2017,"North Macedonia","Sweden",1
2017,"North Macedonia","United Kingdom",3
2017,"Finland","Australia",10
2017,"Finland","Bulgaria",6
2017,"Finland","Cyprus",5
2017,"Finland","Denmark",4
2017,"Finland","Italy",7
2017,"Finland","Moldova",3
2017,"Finland","Norway",1
2017,"Finland","Portugal",8
2017,"Finland","Sweden",12
2017,"Finland","United Kingdom",2
2017,"France","Australia",2
2017,"France","Austria",1
2017,"France","Bulgaria",5
2017,"France","Israel",6
2017,"France","Italy",10
2017,"France","Norway",7
2017,"France","Portugal",12
2017,"France","Sweden",8
2017,"France","The Netherlands",4
2017,"France","United Kingdom",3
2017,"Georgia","Armenia",3
2017,"Georgia","Austria",5
2017,"Georgia","Azerbaijan",10
2017,"Georgia","Bulgaria",6
